id,title,publication_date,abstract,MeSH,Year,Original_Keywords,Mapped_Terms,Scores
26027809,Editorial: Prevention Strategies Targeting Different Preclinical Stages of Alzheimer's Disease.,2015-06-02,"The incidence of dementia is rapidly increasing not only in developed countries but also in developing countries with rising aging populations. This trend is expected to worsen, with the number of cases possibly tripling in the coming decades. Over the last few decades, epidemiological studies have revealed that vascular-or lifestyle-related factors are associated with an increased risk of Alzheimer's disease (AD) and dementia. Researches into the pathophysiological processes of AD have revealed that the pathological brain lesions of AD begin decades before the onset of symptoms. Many prevention studies have indicated that physical activity and/or mental training can improve cognition and daily life in subjects with AD or mild cognitive impairment (MCI). However, issues with early detection and preclinical staging and effective preventive approaches that are based on these stages remain unresolved. Therefore, we propose different strategies for AD prevention based on its preclinical stages: one involves physical and mental training that targets the risk factors in subjects without pathophysiological changes, and the second approach combines nonpharmacological and pharmacological methods and aims to treat MCI in individuals with amyloid deposits and/or neurodegeneration with drugs that target the amyloid cascade. The results of several ongoing and promising trials are expected in the next few years.","Alzheimer Disease|Animals|Dementia|Disease Progression|Early Diagnosis|Humans|Translational Research, Biomedical",2016,"Alzheimer's disease
Prevention strategies
Preclinical stages
Dementia
Vascular factors
Lifestyle-related factors
Pathophysiological processes
Physical activity
Mental training
Early detection
Nonpharmacological methods
Pharmacological methods
Amyloid cascade","Alzheimer Disease
Primary Prevention
Embryonic Development
Dementia
Vascular Diseases
Sedentary Lifestyle
Pathologic Processes
Exercise
Mental Recall
Diagnostic Services
Polypharmacology
Pharmacology
Amyloidogenic Proteins","0.9439
0.7053
0.6714
1.0000
0.7779
0.6119
0.7838
0.7885
0.7134
0.7071
0.7280
0.8569
0.6629"
26026376,Interplay among cytokines and T cell subsets in the progression and control of immune-mediated diseases.,2015-06-01,"Cytokines serve as key mediators of inflammation and tissue damage in a variety of immune-mediated disorders. The induction, progression, and resolution of inflammation in such disorders are characterized by a dynamic balance between both the pro-inflammatory and anti-inflammatory cytokines as well as the pathogenic and protective T cell subsets. Over the past two decades, the roles of the interleukin-17 (IL-17) /IL-23 axis and the T helper 17 (Th17)/ T regulatory (Treg) cell balance in the pathogenesis of autoimmunity and other inflammatory diseases have extensively been analyzed, and their significance validated. However, these studies, coupled with others devoted to well-established Th1/Th2 cytokines, have unraveled some challenging issues including the dual action of cytokines and the plasticity of T cell subsets. Nevertheless, major positive advances have also been made regarding cytokines and T cell subsets as therapeutic targets/agents. In this special issue, ""Cytokines in Immune Pathology and Therapy,"" leading experts have shared their research work and perspectives on the roles of cytokines in the development and control of immune-mediated diseases. An outline of 14 articles in the first volume is presented here. The second volume will follow soon.","Autoimmune Diseases|Autoimmunity|Cytokines|Disease Progression|Humans|Immune System Diseases|Inflammation|Interleukin-17|Interleukin-23|T-Lymphocyte Subsets|T-Lymphocytes, Regulatory|Th1 Cells|Th17 Cells",2016,"Cytokines
T cell subsets
Immune-mediated diseases
Inflammation
Tissue damage
Pro-inflammatory cytokines
Anti-inflammatory cytokines
Pathogenic T cells
Protective T cells
IL-17 /IL-23 axis
Th17 cells
T regulatory (Treg) cells
Therapeutic targets/agents
Immune pathology and therapy","Cytokines
T-Lymphocytes
Immune System Diseases
Inflammation
DNA Damage
Inflammation Mediators
Anti-Inflammatory Agents
Endocrine Cells
Endocrine Cells
Interleukin-17
Th17 Cells
T-Lymphocytes, Regulatory
Therapeutics
Immune System Diseases","1.0000
0.6781
0.7876
1.0000
0.7749
0.5793
0.6232
0.6896
0.6344
0.7097
0.9813
0.6995
0.5881
0.6893"
26022560,Introduction to the supplement.,2015-05-30,"In July of 2014, a symposium entitled ""Enhancing Vaccine Immunity and Value"" was held in Siena, Italy. The focus of the symposium was on how to best meet the challenge of developing and implementing vaccines for future disease targets. Vaccination has been responsible for averting estimated 3 billion cases of disease and more than 500 million lives to date through the prevention of infectious diseases. This has largely been responsible for dramatic increases in life span in developed countries. However, with the demographics of the world's population are changing, with many adults now surviving into their 80s, we now face the challenge of protecting the aging and other underserved populations not only against infectious diseases but also against cancer and other chronic conditions that occur in older adults. To face this challenge, we must harness new technologies derived from recent advances in the fields of immunology, structural biology, synthetic biology and genomics that promise a revolution in the vaccine field. Specifically, vaccine adjuvants have the potential to harness the immune system to provide protection against new types of diseases, improve protection in young children and expand this protection to adults and the elderly. However, in order to succeed, we need to overcome the non-technical challenges that could limit the implementation of innovative vaccines, including controversies regarding the safety of adjuvants, increasing regulatory complexity, the inadequate methods used to assess the value of novel vaccines, and the resulting industry alienation from future investment. In this supplement, we have assembled manuscripts from lectures and discussions of the symposium last July that addressed two related questions: how to improve vaccine efficacy using breakthrough technologies and how to capture the full potential of novel vaccines.","Adjuvants, Immunologic|Clinical Studies as Topic|Drug Discovery|Humans|Vaccination|Vaccines|Congresses as Topic",2016,"Vaccine immunity
Enhancing vaccine value
Disease targets
Infectious diseases prevention
Life span increase
Aging population protection
Immunology advancements
Structural biology
Synthetic biology
Genomics
Vaccine adjuvants
Non-technical challenges
Safety controversies
Regulatory complexity
Value assessment methods","Vaccine Potency
Vaccine Potency
Disease
Infectious Disease Medicine
Life Expectancy
Population Control
Immunotherapy
Synthetic Biology
Synthetic Biology
Genomics
Vaccines, Conjugate
Satellite Communications
Safety
Origin Recognition Complex
Predictive Value of Tests","0.7141
0.6509
0.7319
0.7565
0.5614
0.6522
0.7712
0.7268
0.9378
1.0000
0.7969
0.5512
0.7689
0.6216
0.6547"
26022470,"'The meaning of the symptom in psychiatry. An overview', by Hans W. Gruhle (1913): Introduction by Johan Schioldann and German Berrios: Translation by Johan Schioldann.",2015-05-30,"At the beginning of the 20th century there took place in German Psychiatry an important debate on the nature and relative importance of mental symptoms and diseases. Young psychiatrists such as Störring, Ziehen, Gaupp, Hoche, Jaspers and Gruhle challenged, from various perspectives, the nosology of established figures such as Kraepelin and Wernicke. The Classic Text is a commented translation of Gruhle's 1913 lecture on the meaning of mental symptoms. After concluding that mental symptoms should be used as the epistemological unit of analysis in psychiatry, Gruhle rued the fact that little was yet known about their inner structure. He believed that any account of the latter should include an account of the 'meaning' of mental symptoms, that is, of their role in the patient's total disease. Gruhle found Freud's account of meaning wanting, but was himself unable to offer a viable alternative. Be that as it may, his concern remains unanswered and is as relevant today as it was in 1913.","Germany|History, 21st Century|Humans|Mental Disorders|Psychiatry|Symptom Assessment",2016,"Psychiatry
Symptoms
Diseases
Nosology
Kraepelin
Wernicke
Störring
Ziehen
Gaupp
Hoche
Jaspers
Gruhle
Meaning
Mental symptoms
Epistemological unit of analysis","Psychiatry
Signs and Symptoms
Animal Diseases
Novobiocin
Kloeckera
Wernicke Area
Starlings
Phenetidine
Forms
Humeral Head
Yawning
Giraffes
Reading
Mental Disorders
Epidemiologic Research Design","1.0000
0.7921
0.7056
0.5718
0.6369
0.8659
0.6246
0.6215
0.6288
0.5883
0.5802
0.6600
0.6188
0.7244
0.4924"
26022295,Ring-tailed lemurs: a species re-imagined.,2015-05-30,"For over 50 years, ring-tailed lemurs have been studied continuously in the wild. As one of the most long-studied primate species, the length and breadth of their study is comparable to research on Japanese macaques, baboons and chimpanzees. They are also one of the most broadly observed of all primates, with comprehensive research conducted on their behaviour, biology, ecology, genetics, palaeobiology and life history. However, over the last decade, a new generation of lemur scholars, working in conjunction with researchers who have spent decades studying this species, have greatly enhanced our knowledge of ring-tailed lemurs. In addition, research on this species has expanded beyond traditional gallery forest habitats to now include high altitude, spiny thicket, rocky outcrop and anthropogenically disturbed coastal forest populations. The focus of this special volume is to 're-imagine' the 'flagship species of Madagascar', bringing together three generations of lemur scholars.","Animals|Behavior, Animal|Diet|Ecosystem|Lemur|Madagascar",2016,"Ring-tailed lemurs
Species re-imagined
Long-studied primate species
Behavior
Biology
Ecology
Genetics
Palaeobiology
Life history
New generation of scholars
High altitude habitats
Spiny thicket habitats
Rocky outcrop habitats
Anthropogenically disturbed habitats
Madagascar flagship species","Lemur
Species Specificity
Animal Structures
Behavior
Biology
Ecology
Genetics
Palaeognathae
Value of Life
Fellowships and Scholarships
Utah
Beetles
Arthropods
Anthropology
Madagascar","0.5814
0.6677
0.6002
1.0000
1.0000
1.0000
1.0000
0.7325
0.7243
0.5999
0.5758
0.5905
0.5908
0.6118
0.7284"
26016274,Haemophobia.,2015-05-29,"I recently finished an introductory session with a group of new start undergraduate nursing students about their responsibilities in clinical practice and was finishing up the session by checking if anyone had any questions. The usual questions were asked such as ""why is it called off duty and not on duty?"" Good question but once you have worked in clinical practice for a while the question of when you are off duty becomes very important more so than on duty! However, I was not expecting the following question which was, ""I faint when I see blood do I need to tell the mentor when I am out in practice?"" I am not often lost for words but this was one of those moments.","Blood|Humans|Mentors|Phobic Disorders|Students, Nursing",2015,"Haemophobia
Nursing students
Clinical practice
Responsibilities
Fainting
Blood exposure
Mentors
Undergraduate education
Off-duty concerns
On-duty expectations","Homophobia
Students, Nursing
Professional Practice
Response Elements
Lifting
Occupational Exposure
Mentors
Education, Medical, Undergraduate
Personnel Turnover
Surgical Attire","0.7360
0.6890
0.8545
0.7140
0.6403
0.8282
1.0000
0.8266
0.5906
0.6071"
26011045,Mortality in People with Intellectual Disabilities.,2015-05-27,"This paper reviews why an understanding of mortality data in general, and in relation to people with intellectual disabilities in particular, is an important area of concern, and introduces the papers in this Special Edition.",Humans|Intellectual Disability|Mortality|Population Surveillance,2016,"Intellectual disabilities
Mortality
Understanding
Data analysis
Concerns
Special edition","Intellectual Disability
Mortality
Social Theory
Food Analysis
Uncertainty
Journal Article","0.8252
1.0000
0.6449
0.7686
0.6383
0.7449"
"26006709
19521761
17931430
17347341
21169524
25066478
2006224
11988764
26006708
22675906
16801953
15144486
16756395
10866211
18316677
23398756
18715282
19488046
15956873
15971764
21262036
16402870
14965458
25910772
15804931
8255953
18266485
25990672
20145962
15015679
16060809
25869327
23746066
25061266
17883446
21280930
25620996
18179328
10836090
16274438
557211
6872631
10774594
25941120
16000316
23929006
17241489
19960532
16770765
2138795
6683622
24799770
12524541
24015689
11803458
16741214
15318027
25956290
25967897
17300555
14629696
17176502
17935643
12960709
15122961
23573986
18473647
25640836
23398759
19436771",Genetic Influences on Peer and Family Relationships Across Adolescent Development: Introduction to the Special Issue.,2015-05-27,"Nearly all aspects of human development are influenced by genetic and environmental factors, which conjointly shape development through several gene-environment interplay mechanisms. More recently, researchers have begun to examine the influence of genetic factors on peer and family relationships across the pre-adolescent and adolescent time periods. This article introduces the special issue by providing a critical overview of behavior genetic methodology and existing research demonstrating gene-environment processes operating on the link between peer and family relationships and adolescent adjustment. The overview is followed by a summary of new research studies, which use genetically informed samples to examine how peer and family environment work together with genetic factors to influence behavioral outcomes across adolescence. The studies in this special issue provide further evidence of gene-environment interplay through innovative behavior genetic methodological approaches across international samples. Results from the quantitative models indicate environmental moderation of genetic risk for coercive adolescent-parent relationships and deviant peer affiliation. The molecular genetics studies provide support for a gene-environment interaction differential susceptibility model for dopamine regulation genes across positive and negative peer and family environments. Overall, the findings from the studies in this special issue demonstrate the importance of considering how genes and environments work in concert to shape developmental outcomes during adolescence.","Adolescent|Adolescent Behavior|Antisocial Personality Disorder|Family Relations|Female|Genetic Predisposition to Disease|Genetics, Behavioral|Humans|Male|Models, Genetic|Peer Group|Social Behavior Disorders",2016,"Genetic influences
Peer relationships
Family relationships
Adolescent development
Gene-environment interplay
Behavior genetic methodology
Adolescent adjustment
Innovative behavior genetic methodological approaches
Environmental moderation
Genetic risk
Dopamine regulation genes
Positive and negative environments
Developmental outcomes
Concerted action of genes and environments","Genetic Processes
Interpersonal Relations
Professional-Family Relations
Adolescent Development
Gene-Environment Interaction
Selection, Genetic
Adolescent Behavior
Genetics, Behavioral
Environmental Psychology
Risk Factors
Dopamine Antagonists
Environmental Psychology
Language Development
Nested Genes","0.7612
0.6463
0.7428
0.9670
0.8483
0.6299
0.7382
0.6010
0.7159
0.6823
0.7251
0.6798
0.7484
0.6526"
26003235,Introduction.,2015-05-25,"This volume of the Handbook of Clinical Neurology deals with neurologic disorders of sex and bladder. Sexuality is for the large majority of humans a component of a fulfilled life, even though it is not ""vital"" in the usual sense of the word. However, dysfunctions of the lower urinary tract (LUT) are vital, as they may lead to chronic infection, dilatation of the upper urinary tract, renal insufficiency, and death. Sexual disorders and LUT are often mentioned in ancient literature, but most contemporary methods of diagnosis and treatment were only introduced in the 20th century. Despite the relatively high prevalence of these disorders, most physicians are ill prepared to discuss them with their patients, let alone to diagnose and treat them. It is the aim of this volume of the Handbook to try to reverse this attitude and convince neurologists that sexual and LUT function need to be addressed in their patients, for reasons of correct diagnosis and possible therapeutic consequences, as well as gaining overall trust from the patient.","Female|Humans|Male|Nervous System Diseases|Sexual Dysfunction, Physiological|Urologic Diseases",2015,"Neurologic disorders
Sexuality
Bladder dysfunction
Lower urinary tract
Diagnosis
Treatment
Ancient literature
Contemporary methods
Prevalence
Physician preparedness
Patient communication
Neurologist education
Trust in patient-doctor relationship","Neurotic Disorders
Sexuality
Urinary Bladder
Lower Urinary Tract Symptoms
Diagnosis
Death
Literature, Modern
Methods
Prevalence
Physicians' Offices
Patient Care
Neurology
Professional-Patient Relations","0.7582
1.0000
0.7458
0.7731
1.0000
0.9823
0.7548
0.6507
1.0000
0.7248
0.7061
0.6694
0.6105"
26003049,"Time, space and the vertebrate body axis.",2015-05-25,"Anterior-posterior (A-P) patterning of the vertebrate main body axis regulated by timing. Anterior structures are specified early, posterior late. (1) Timing involves timed decision points as emphasised by the Wnt studies of Sokol and colleagues. It also involves complex timers, where large parts of the axis are patterned sequentially by a common upstream mechanism (articles by Durston et al., Mullins et al., Oates et al.,). (2) A gastrula BMP-anti BMP dependent time-space translation (TST) mechanism was demonstrated for the trunk section of the axis (Durston). (3) Thisses' studies emphasise the importance of BMP-anti BMP and the organiser inducing factor nodal for A-P patterning. (4) Meinhardt's interesting studies on the organiser and A-P patterning are reviewed in relation to TST. (5) Mullins' investigations show that anti-BMP dependent TST starts earlier (at the blastula stage) and extends further anteriorly (to the anterior head). Sive's studies imply it may extend further still to the ""extreme anterior domain"" (EAD). (6) The somitogenesis timer (clock) is presented. Stern's and Oates' findings are discussed. (7) Relations between somitogenesis and axial TST are discussed. (8) Relations of classical axial patterning pathways to TST decision points and somitogenesis are inventarised. In conclusion, all of these findings point to an integral BMP-anti BMP dependent A-P TST mechanism, running from cement gland in the EAD, Six3 and the anterior tip of the forebrain at blastula stages to Hox13 and the tip of the tail by the mid neurula stage. TST acts via sequential timed transitions between ventral (unstable, timed) and dorsal (stabilised) states. In the trunk-tail, the timer is thought to be Hox temporal collinearity and TST depends on Hox function. In the head, TST is under investigation. The somitogenesis clock is upstream of the TST timer, providing precision in the posterior part of the axis at least. Classical A-P signalling pathways: retinoids, FGFs and Wnts, change behaviour at functional decision points on the axis.",Animals|Body Patterning|Embryonic Development|Signal Transduction|Vertebrates,2016,"Vertebrate body axis
Anterior-posterior patterning
Timing in development
Wnt signaling
Complex timers
BMP-anti BMP mechanism
Organiser inducing factor nodal
Somitogenesis timer
Axial pattern formation
Hox genes
TST (time-space translation) mechanism
Sequential patterning
Ventral-dorsal transitions
Retinoids
FGFs (fibroblast growth factors)","Vertebrates
Dominance, Cerebral
Fetal Development
Wnt1 Protein
Sleep Phase Chronotherapy
Bone Morphogenetic Protein Receptors
Factor For Inversion Stimulation Protein
Organogenesis
Axons
Hinge Exons
Twist Transcription Factor
Programs
Ventral Tegmental Area
Retinoids
Fibroblast Growth Factor 1","0.6570
0.5335
0.7685
0.8682
0.5334
0.5686
0.5494
0.6179
0.6633
0.5425
0.5162
0.5795
0.5173
1.0000
0.8619"
25998629,The anatomy of the mummy: mortui viventes docent--when ancient mummies speak to modern doctors.,2015-05-23,"There is almost a universal fascination with prehistoric, protohistoric, and historic human remains that preserve the soft tissues (nonskeletal) of the body (general definition of a mummy). While most people within the general public engage with mummies as part of a museum exhibit process, many scientists have taken that fascination much further. Starting as a general fascination with mummification, the scientific process involved in the study of mummies began in earnest in the late 18th Century AD. This issue of the Anatomical Record was conceived and formulated to bring together a series of researchers to highlight their most groundbreaking research on the scientific advances that surround the 21st Century AD study of these preserved biological beings including an illumination of the cultural processes that purposefully or inadvertently are preserved either within their tissues or are present within the context (archaeological) in which they are found (excavated). Twenty-six research articles are presented in this volume on a variety of topics all related to the rich transdisciplinary fields that are now directing their research efforts to the state-of-the art analysis of human mummified remains.",Archaeology|Humans|Mummies,2016,"Mummy anatomy
Ancient human remains
Soft tissue preservation
Mummification process
Scientific study
Cultural preservation
Transdisciplinary research
State-of-the-art analysis","Anatomy
Dehumanization
Therapy, Soft Tissue
Mummies
Clinical Study
Cultural Evolution
Qualitative Research
Replica Techniques","0.7591
0.6009
0.6354
0.7172
0.8005
0.6326
0.7458
0.5365"
25994947,Broadening the definition of autoinflammation.,2015-05-23,"Initially, the concept of autoinflammation posited that there be no involvement of autoreactive B or T cells, and no evidence of infection. These criteria served well to help establish the concept, and distinguish autoinflammatory diseases from autoimmune or infectious conditions. However, the characterisation of additional monogenic autoinflammatory diseases has established that a primary trigger of the innate immune system may also be accompanied by infection or manifestations of autoimmunity, which may even contribute to pathogenesis. This issue of Seminars in Immunopathology draws out these themes and also shows how autoinflammation can help to maintain homeostasis, which is its primary evolutionary function. Elucidating the fundamental innate immune pathways underlying autoinflammatory disease leads back to these same homeostatic parameters, to inform about how infection is sensed, and providing for new targets against chronic inflammatory disease.",Autoimmune Diseases|Hereditary Autoinflammatory Diseases|Humans|Inflammation,2016,"Autoinflammation
Innate immune system
Monogenic autoinflammatory diseases
Infection
Autoimmunity
Homeostasis
Evolutionary function
Innate immune pathways
Chronic inflammatory disease","Autoimmunity
Immunity, Innate
Hereditary Autoinflammatory Diseases
Infection
Autoimmunity
Homeostasis
Evolution, Molecular
Immunity, Innate
Inflammatory Bowel Diseases","0.7737
0.7833
0.6708
1.0000
1.0000
1.0000
0.7143
0.6964
0.7401"
25991694,Livestock models in translational medicine.,2015-05-21,"This issue of the ILAR Journal focuses on livestock models in translational medicine. Livestock models of selected human diseases present important advantages as compared with rodent models for translating fundamental breakthroughs in biology to useful preventatives and therapeutics for humans. Livestock reflect the complexity of applying medical advances in an outbred species. In many cases, the pathogenesis of infectious, metabolic, genetic, and neoplastic diseases in livestock species more closely resembles that in humans than does the pathogenesis of rodent models. Livestock models also provide the advantage of similar organ size and function and the ability to serially sample an animal throughout the study period. Research using livestock models for human disease often benefits not only human health but animal health and food production as well. This issue of the ILAR Journal presents information on translational research using livestock models in two broad areas: microbiology and infectious disease (transmissible spongiform encephalopathies, mycobacterial infections, influenza A virus infection, vaccine development and testing, the human microbiota) and metabolic, neoplastic, and genetic disorders (stem cell therapy, male germ line cell biology, pulmonary adenocarcinoma, muscular dystrophy, wound healing). In addition, there is a manuscript devoted to Institutional Animal Care and Use Committees' responsibilities for reviewing research using livestock models. Conducting translational research using livestock models requires special facilities and researchers with expertise in livestock. There are many institutions in the world with experienced researchers and facilities designed for livestock research; primarily associated with colleges of agriculture and veterinary medicine or government laboratories.","Animals|Genomics|Livestock|Metabolic Diseases|Translational Research, Biomedical",2016,"Livestock models
Translational medicine
Human diseases
Rodent models
Pathogenesis
Infectious diseases
Metabolic disorders
Neoplastic disorders
Genetic disorders
Microbiology
Vaccine development
Stem cell therapy
Institutional Animal Care and Use Committees
Animal health
Food production","Livestock
Translating
Animal Diseases
Rodenticides
Surgeons
Infectious Disease Medicine
Metabolic Diseases
Neoplastic Processes
Genetic Diseases, Inborn
Microbiology
Vaccines
Brain Stem
Laboratory Animal Science
Water Resources
Crop Production","0.8196
0.6987
0.8650
0.7622
0.9712
0.7799
0.8350
0.6792
0.7710
1.0000
0.8333
0.7466
0.7779
0.9581
0.6905"
25990748,"Inquiry in bioethics and the philosophy of medicine: organ donation, defining death, and fairness in distribution.",2015-05-21,This issue of the Journal of Medicine and Philosophy brings together fresh essays addressing three main genres of questions: (1) questions about the nature of bioethical inquiry and the relevance of the humanities to medical practice (2) questions regarding the ethics of organ donation (3) questions bearing on the application of fairness to the distribution of medical resources.,"Bioethical Issues|Brain Death|Death|Health Care Rationing|Humans|Oral Health|Philosophy, Medical|Tissue and Organ Procurement",2016,"Bioethics
Philosophy of medicine
Organ donation
Defining death
Fairness in distribution
Medical practice
Humanities
Ethical inquiry
Medical resources
Bioethical questions","Bioethics
Philosophy, Medical
Living Donors
Death Certificates
Normal Distribution
Group Practice
Humanities
Ethical Analysis
Clinical Medicine
Bioethical Issues","1.0000
0.8192
0.7966
0.7789
0.7103
0.8840
1.0000
0.7463
0.7426
0.8604"
"25966315
25134627
25296724
25559882
11237011
25073649
23889318
17211407
25046997
21386836
870828
16917149
25631332
25039449
25693561
21747116
22536923",Epigenetics and pharmacology.,2015-05-13,"Recent advances in the understanding of gene regulation have shown there to be much more regulation of the genome than first thought, through epigenetic mechanisms. These epigenetic mechanisms are systems that have evolved to either switch off gene activity altogether, or fine-tune any existing genetic activation. Such systems are present in all genes and include chromatin modifications and remodelling, DNA methylation (such as CpG island methylation rates) and histone covalent modifications (e.g. acetylation, methylation), RNA interference by short interfering RNAs (siRNAs) and long non-coding RNAs (ncRNAs). These systems regulate genomic activity 'beyond' simple transcriptional factor inducer or repressor function of genes to generate mRNA. Epigenetic regulation of gene activity has been shown to be important in maintaining normal phenotypic activity of cells, as well as having a role in development and diseases such as cancer and neurodegenerative disorders such as Alzheimer's. Newer classes of drugs regulate epigenetic mechanisms to counteract disease states in humans. The reports in this issue describe some advances in epigenetic understanding that relate to human disease, and our ability to control these mechanisms by pharmacological means. Increasingly the importance of epigenetics is being uncovered - it is pharmacology that will have to keep pace.","Acetylation|Alzheimer Disease|CpG Islands|DNA Methylation|Epigenesis, Genetic|Epigenomics|Gene Expression Regulation|Histones|Humans|Neoplasms|Pharmacology|RNA, Untranslated",2016,"Epigenetics
Gene regulation
Chromatin modifications
DNA methylation
Histone covalent modifications
RNA interference
Non-coding RNAs
Cancer
Neurodegenerative disorders
Alzheimer's disease
Pharmacology
Drug development
Human disease
Disease control","Epigenomics
Gene Library
Chromatin
DNA Methylation
Histone Chaperones
RNA Interference
RNA, Long Noncoding
Acer
Neurodegenerative Diseases
Alzheimer Disease
Pharmacology
Drug Design
Disease
Disease Management","0.8341
0.9795
0.7816
0.7247
0.6590
0.8360
0.7187
0.7297
0.9425
0.9439
1.0000
0.8473
0.8518
0.8545"
25959524,Developmental trajectories in cognitive-behavioral phenotypes: Introduction.,2015-05-12,"Developmental trajectories in behavioral phenotypes are important areas for systematic research and have been for more than 30 years. They interweave several important strands related to human growth: that of individuals born with some form of intellectual impairment or disability (ID); second, the genetics associated with intellectual ability and disability; and third, at the behavioral level, the dynamic expression and variability of specific abnormalities as individuals age. ID, and the genetic disorders that produce ID, were often not well-received by earlier societies. While the inheritance of behavior and intellectual ability has probably been observed throughout human history, the systematic investigation of the inheritance of intellectual ability probably begins with Sir Francis Galton, in his treatise Hereditary Genius in 1869. The dynamic features of ID have its roots in late 19th century developmental psychology and early 20th century pediatrics. Alfred Binet, along with his colleague Theodore Simon, created the first methods of formal intelligence testing of children for the French school system. Scores based on the items administered would then be used to distinguish children who were prepared for enrollment in a standard educational program from those who were not. The confluence of these research topics brings us to the subject of our Special Issue.","Autism Spectrum Disorder|Chromosome Aberrations|Cognition|History, 19th Century|History, 20th Century|History, 21st Century|Humans|Inheritance Patterns|Intellectual Disability|Mutation|Phenotype",2016,"Developmental trajectories
Cognitive-behavioral phenotypes
Intellectual impairment
Genetics
Behavioral abnormalities
Human growth
Intellectual disability
Inheritance of intellectual ability
Sir Francis Galton
Alfred Binet
Theodore Simon
Intelligence testing
Pediatrics
Developmental psychology","Plant Development
Behavior and Behavior Mechanisms
Intellectual Disability
Genetics
Behavioral Symptoms
Growth
Intellectual Disability
Intellectual Disability
Gyrus Cinguli
Freedom
Psychodidae
Intelligence Tests
Pediatrics
Psychology, Developmental","0.8334
0.6519
0.7968
1.0000
0.8037
0.8626
0.7805
0.5632
0.5153
0.6068
0.5670
0.9369
1.0000
0.8256"
"25957359
28083306
16720812
25957364
20398582
25957368
25957365
25957366
25957367
25957369
25957370
25957371
25957372
25957373
24431335
25957361",Electronic health record innovations for healthier patients and happier doctors.,2015-05-10,"This special issue explores a range of health information technology (HIT) issues that can help primary care practices and patients. Findings address the design of HIT systems, primarily electronic health records (EHRs), the utility of various functionalities, and implementation strategies that ensure the greatest value. The articles also remind us that, while HIT can support the delivery of care, it is not a panacea. To be effective, functionality needs to be relevant and timely for both the clinician and patient. Prompts and better documentation can improve care, and ""prompt fatigue"" is not inevitable. Information presented within EHRs needs to be actionable. There is an ongoing tension between information overload and the right-and helpful-information. Even the order of presentation of information can make a difference in the outcome. Whether supported by HIT or not, basic tenants of care, such as including the whole care team in trainings, communicating with other providers, and engaging patients, remain essential. The studies in this issue will prove useful for informatics developers, practices and health systems making HIT decisions, and care teams refining HIT to support the needs of their patients.",Attitude of Health Personnel|Documentation|Electronic Health Records|Humans|Medical Informatics|Patient Care Team|Physician-Patient Relations|Primary Health Care|Quality Improvement|United States,2016,"Electronic health records (EHRs)
Health information technology (HIT)
Primary care practices
Patient care
Implementation strategies
Functionality relevance
Clinician and patient utility
Information overload
Actionable information
Informatics developers
HIT decisions
Care team trainings
Patient engagement
Health systems","Electronic Health Records
Health Information Systems
Group Practice
Medical Staff
Practice Management
Recovery of Function
Physician-Patient Relations
Iron Overload
Access to Information
Informatics
Hunger
Nurse Clinicians
Patient Participation
Political Systems","0.7553
0.7134
0.8357
0.9605
0.5901
0.5832
0.6549
0.5334
0.6089
0.8431
0.5469
0.6089
0.6151
0.8011"
"25953425
20925545
19798725
25322757
10757357
15294185
19738603
25200009
28178483
21772257
18186372
14560232
17704352
15722275
15155349
14500158
16545965
4039424
3561434
11360262
21194036
17382288
2922402
20163248
18828709
17376006
20517298",High-Pressure Transvenous Perfusion of the Upper Extremity in Human Muscular Dystrophy: A Safety Study with 0.9% Saline.,2015-05-09,"We evaluated safety and feasibility of high-pressure transvenous limb perfusion in an upper extremity of adult patients with muscular dystrophy, after completing a similar study in a lower extremity. A dose escalation study of single-limb perfusion with 0.9% saline was carried out in nine adults with muscular dystrophies under intravenous analgesia. Our study demonstrates that it is feasible and definitely safe to perform high-pressure transvenous perfusion with 0.9% saline up to 35% of limb volume in the upper extremities of young adults with muscular dystrophy. Perfusion at 40% limb volume is associated with short-lived physiological changes in peripheral nerves without clinical correlates in one subject. This study provides the basis for a phase 1/2 clinical trial using pressurized transvenous delivery into upper limbs of nonambulatory patients with Duchenne muscular dystrophy. Furthermore, our results are applicable to other conditions such as limb girdle muscular dystrophy as a method for delivering regional macromolecular therapeutics in high dose to skeletal muscles of the upper extremity.","Adult|Female|Gene Transfer Techniques|Genetic Therapy|Humans|Male|Middle Aged|Muscular Dystrophy, Duchenne|Perfusion|Pressure|Sodium Chloride|Treatment Outcome|Young Adult",2016,"High-pressure transvenous perfusion
Upper extremity
Muscular dystrophy
Safety study
0.9% saline
Dose escalation
Intravenous analgesia
Feasibility
Phase 1/2 clinical trial
Duchenne muscular dystrophy
Limb girdle muscular dystrophy
Regional macromolecular therapeutics","Venous Pressure
Upper Extremity
Muscular Diseases
Safety
2S Albumins, Plant
Dose Fractionation
Analgesia
Feasibility Studies
Clinical Trial, Phase II
Muscular Dystrophy, Duchenne
Muscular Dystrophies, Limb-Girdle
Molecular Targeted Therapy","0.5668
0.8073
0.7960
0.7847
0.5217
0.6915
0.6194
0.7517
0.8471
0.8271
0.7973
0.6382"
